117849,Cell--cell interaction as an epigenetic determinant in the expression of mutant neural crest cells.,"Animals;Cell Communication;Cells;Congenital Abnormalities;Extrachromosomal Inheritance;Face;Genes, Dominant;Genotype;Humans;Models, Genetic;Mutation;Neural Crest;Neurofibromatosis 1;Phenotype;Skull"
116976,A values clarification project in Southern Mexico.,Adolescent;Female;Health Education;Humans;International Cooperation;Latin America;Life Style;Male;Mexico;Self-Assessment;Social Values;Substance-Related Disorders;United States
118529,[Coated hollow cylinder implants: previous experimental and clinical observations (personal report)].,"Animals;Dental Implantation, Endosseous;Haplorhini;Humans;Jaw;Macaca;Mouth Mucosa;Surface Properties;Titanium"
114549,Cholesterol polyps of the gallbladder: ultrasound demonstration.,Cholesterol;Female;Gallbladder Neoplasms;Humans;Middle Aged;Polyps;Ultrasonography
150542,Transbilayer disposition of the phospholipid annulus surrounding a calcium transport protein.,"Adenosine Triphosphatases;Calcium;Carrier Proteins;Membrane Proteins;Membranes, Artificial;Phospholipases;Phospholipids;Sarcoplasmic Reticulum"
148843,Pulmonary vascular changes in scleroderma.,"Adolescent;Adult;Aged;Cardiomegaly;Female;Fibromuscular Dysplasia;Humans;Hypertension, Pulmonary;Kidney Failure, Chronic;Male;Middle Aged;Myocardium;Pulmonary Artery;Pulmonary Fibrosis;Renal Artery;Respiratory Insufficiency;Scleroderma, Systemic"
149051,Sensitivity and specificity of plasma serine protease chromogenic substrates.,Amino Acid Sequence;Animals;Blood Coagulation;Cattle;Fibrinolysin;Humans;Kaolin;Peptide Hydrolases;Plasminogen;Prekallikrein;Serine;Streptokinase;Thrombin;Trypsin;Urokinase-Type Plasminogen Activator
149411,"The efficacy of in-feed medication with fenbendazole against gastrointestinal nematodes of sheep, with particular reference to inhibited larvae.","Administration, Oral;Animal Feed;Animals;Benzimidazoles;Dictyocaulus Infections;Fenbendazole;Nematode Infections;Sheep;Sheep Diseases;Trichostrongyloidiasis"
150982,Oral treatment of psoriasis and pustulosis palmo-plantaris with Ro 10-9359.,"Administration, Oral;Adult;Aged;Clinical Trials as Topic;Drug Evaluation;Humans;Keratoderma, Palmoplantar;Middle Aged;Psoriasis;Tretinoin;Vitamin A"
175223,[Ultrastructural and cytological study of atypical fibroxanthoma].,"Aged;Diagnosis, Differential;Female;Fibroma;Fibrosarcoma;Histiocytoma, Benign Fibrous;Humans;Skin Neoplasms"
177475,Squalene biosynthesis. Role of the 3-methyl group in farnesyl pyrophosphate.,Farnesol;Phosphoric Acids;Squalene
179217,[Generalized monkeypox in orally infected rabbits and white mice].,Animals;Cricetinae;Guinea Pigs;Haplorhini;Mice;Monkey Diseases;Monkeypox virus;Poxviridae Infections;Rabbits
177413,Interaction of swine lipoproteins with the low density lipoprotein receptor in human fibroblasts.,"Animals;Binding Sites;Cholesterol Esters;Fibroblasts;Humans;Hypercholesterolemia;Kinetics;Lipoproteins;Lipoproteins, LDL;Oleic Acids;Protein Binding;Receptors, Drug;Swine"
174299,The analysis of retinal isomers by high speed liquid chromatography.,"Chromatography, High Pressure Liquid;Isomerism;Retinaldehyde;Silicon Dioxide;Time Factors;Vitamin A"
212741,Transfer of duck cell DNA sequences to the nucleus of 3T3 cells by Rous sarcoma virus.,"Animals;Avian Sarcoma Viruses;Base Sequence;Cell Line;DNA, Recombinant;Ducks;Nucleic Acid Hybridization;Transduction, Genetic"
206787,Aftercare for alcoholics: services of community mental health centers.,Adult;Aftercare;Alcoholism;Community Mental Health Services;Female;Follow-Up Studies;Humans;Male;Patient Readmission
210521,Computed tomography of the pelvis.,"Adipose Tissue;Adolescent;Aged;Bone Neoplasms;Crohn Disease;Female;Ganglioneuroma;Histiocytoma, Benign Fibrous;Hodgkin Disease;Humans;Male;Ovarian Cysts;Pelvic Neoplasms;Pelvis;Teratoma;Tomography, X-Ray Computed;Urogenital Neoplasms"
213562,Psychiatric patients' perceptions of their milieu therapy program.,Adolescent;Adult;Aged;Attitude to Health;Consumer Behavior;Evaluation Studies as Topic;Humans;Mental Disorders;Middle Aged;Milieu Therapy;Surveys and Questionnaires
205947,The genome of simian virus 40.,"Base Sequence;Chromosome Mapping;Codon;DNA Replication;DNA, Circular;DNA, Viral;Genes;Genes, Viral;Simian virus 40;Transcription, Genetic;Viral Proteins"
241994,[Separation and characteristics of the proteolytic enzymes of Bacillus subtilis].,"Bacillus subtilis;Chromatography, Ion Exchange;Edetic Acid;Enzyme Repression;Hydrogen-Ion Concentration;Isoelectric Focusing;Isoflurophate;Peptide Hydrolases;Subtilisins"
239978,Absence of nitroso formation from (14C) methomyl and sodium nitrite under simulated stomach conditions.,Food Preservation;Hydrogen-Ion Concentration;Insecticides;Meat;Methomyl;Nitrites;Nitroso Compounds;Stomach;Thioacetamide
239011,"Rapid, sensitive method for the separation and detection of arsenic compounds in biological systems.","Arsenic;Arsenicals;Autoanalysis;Chromatography, Thin Layer;Electrophoresis;Environmental Pollutants;Hydrogen-Ion Concentration;Methods;Solubility;Spectrophotometry, Ultraviolet"
241287,"Mecillinam (FL 1060), a 6beta-amidinopenicillanic acid derivative: in vitro evaluation.","Azepines;Culture Media;Enterobacteriaceae;Gene Frequency;Hydrogen-Ion Concentration;Microbial Sensitivity Tests;Mutation;Penicillanic Acid;Penicillin Resistance;Penicillins;Protein Binding;Selection, Genetic"
242247,Influence of endotoxin on tissue respiration and oxygen dissociation in an isolated canine hind limb.,Animals;Blood Flow Velocity;Blood Pressure;Carbon Dioxide;Dogs;Endotoxins;Escherichia coli;Hemoglobins;Hindlimb;Hydrogen-Ion Concentration;Oxygen;Oxygen Consumption;Oxyhemoglobins;Perfusion;Time Factors
271638,Suicide and object-representations.,Humans;Motivation;Object Attachment;Suicide
266911,The results of surgical treatment of coarctation of the thoracic aorta.,"Adolescent;Adult;Aorta, Thoracic;Aortic Coarctation;Blood Vessel Prosthesis;Child;Child, Preschool;Humans;Hypertension;Infant;Postoperative Complications;Recurrence;Retrospective Studies"
271029,Measurements of endosteal surface areas in human long bones: relationship to sites of occurrence of osteosarcoma.,"Anthropometry;Bone Neoplasms;Bone and Bones;Humans;Neoplasms, Radiation-Induced;Osteosarcoma;Radionuclide Imaging;Radiotherapy;Radiotherapy Dosage;Radium"
270870,Amino acid and peptide absorption in patients with coeliac disease.,Amino Acids;Bicarbonates;Celiac Disease;Humans;Ileum;Intestinal Absorption;Jejunum;Peptide Hydrolases;Peptides
266435,"Caries prevalence of preschoolchildren in Baja, Hungary in 1955 and 1975.","Cariogenic Agents;Child;Child, Preschool;DMF Index;Dental Caries;Humans;Hungary;Tooth, Deciduous;Vitamin D"
299176,Compensation of the transfer-function of electromechanical transducers for periodic signals by inverse filtering.,"Acoustic Stimulation;Audiometry;Audiometry, Evoked Response;Computers;Evoked Potentials, Auditory;Humans;Transducers"
300368,Survival of synchronized V79 cells treated with X-rays and cordycepin.,"Cell Division;Cell Line;Cell Survival;Deoxyadenosines;Dose-Response Relationship, Radiation;Mitosis;Time Factors"
297751,Uptake of sulfate in developing bovine dental pulp: a connective tissue model.,Animals;Cattle;Dental Pulp;Glycosaminoglycans;In Vitro Techniques;Sulfates;Tooth Germ
300013,Kartagener syndrome: report of a case with mesangiocapillary glomerulonephritis.,Adolescent;Autopsy;Basement Membrane;Bronchiectasis;Female;Glomerulonephritis;Humans;Kartagener Syndrome;Kidney;Lung
298648,Due process for students: an overview and a proposal.,Jurisprudence;Students;United States;Universities
332049,"[Immuno-reactive somatostatin in acetic extracts of duodenal, antral and fundic biopsies (author's transl)].",Adult;Aged;Duodenal Ulcer;Duodenum;Female;Fluorescent Antibody Technique;Gastric Mucosa;Humans;Intestinal Mucosa;Male;Middle Aged;Pyloric Antrum;Somatostatin;Stomach
326855,Out of the everywhere into the here.,"American Nurses' Association;Geriatric Nursing;History, 19th Century;History, 20th Century;Legislation as Topic;Nursing Homes;United States"
327141,Adaptation to potassium.,"Adaptation, Biological;Adenosine Triphosphate;Animals;Blood Glucose;Catecholamines;Cattle;Colon;Glucagon;Islets of Langerhans;Kidney Tubules;Nephrons;Pancreas;Potassium;Rats;Sheep;Sodium"
327879,"Quality education reassuring to public, says Chairperson (Hazle Blakeney).","American Nurses' Association;Education, Nursing;History of Medicine;United States"
328545,Project ACORDE: a historical review.,"American Dental Association;Dental Assistants;Dental Restoration, Permanent;Economics;Education, Dental;Evaluation Studies as Topic;Faculty, Dental;Forecasting;Health Occupations;History, 20th Century;Legislation as Topic;National Institutes of Health (U.S.);Research Support as Topic;Retrospective Studies;Students, Dental;Task Performance and Analysis;Teaching;Teaching Materials;Training Support;United States"
366406,Efficacy of chest physiotherapy and intermittent positive-pressure breathing in the resolution of pneumonia.,Humans;Intermittent Positive-Pressure Breathing;Physical Therapy Modalities;Pneumonia;Positive-Pressure Respiration;Thorax
366457,Understanding the persistence of human resource problems in health.,"Allied Health Personnel;Career Mobility;Education, Medical;Employment;Family Practice;Financing, Government;Health Occupations;Health Workforce;History, 20th Century;Income;Physicians;Preventive Medicine;Research Support as Topic;Schools, Medical;United States"
358181,[Clinical trial of rhinipan (author's transl)].,Biguanides;Chlorhexidine;Clinical Trials as Topic;Dequalinium;Drug Combinations;Drug Evaluation;Humans;Phenylephrine;Quinolinium Compounds;Respiratory Tract Infections
360169,Physiochemical studies on interactions between DNA and RNA polymerase. Ultraviolet absorption measurements.,"Binding Sites;Coliphages;DNA, Viral;DNA-Directed RNA Polymerases;Escherichia coli;Genes, Regulator;Nucleic Acid Denaturation;Protein Binding;Spectrophotometry, Ultraviolet;Temperature"
360499,A study of the role of immunological factors in the pathogenesis of the anaemia of acute malaria.,"Acute Disease;Anemia;Antigen-Antibody Complex;Child, Preschool;Complement C3;Complement C4;Coombs Test;Cytotoxicity Tests, Immunologic;Erythrocyte Aging;Female;Humans;Infant;Malaria;Male;Plasmodium falciparum"
394435,Enhancing antibody in human renal transplantation.,"Antibodies;B-Lymphocytes;Cadaver;Cytotoxicity, Immunologic;Graft Survival;Haploidy;Humans;Kidney Transplantation;T-Lymphocytes;Temperature;Time Factors"
390203,[In memoriam Alekseĭ Sergeevich Rovnov].,"Cardiology;General Surgery;History, 20th Century;Military Medicine;Russia (Pre-1917);USSR"
392084,Induction of abortion by intramuscular administration of (15S)-15-methyl PGF2 alpha. An overview of 815 cases.,"Abortion, Induced;Adolescent;Adult;Carboprost;Child;Clinical Trials as Topic;Female;Humans;Injections, Intramuscular;Parity;Pregnancy;Prostaglandins F, Synthetic;Time Factors;Vomiting"
398598,A pictorial history of dentistry (the Middle Ages)--no. 2.,"Europe;History of Dentistry;History, Medieval;Tooth Extraction"
396749,Chromosomes of Triatominae II: Karyotypes studies of five species in the genus Rhodnius (Hemiptera: reduviidae).,Animals;Chromosomes;Hemiptera;Karyotyping;Rhodnius;Triatominae
423454,[Immediate results of the radical correction of a defect in the interventricular septum complicated by lesser circulation hypertension].,"Adolescent;Adult;Child;Child, Preschool;Extracorporeal Circulation;Heart Septal Defects, Ventricular;Humans;Hypertension, Pulmonary;Hypothermia, Induced"
423245,"Medico-legal brief. $1,500,00 awarded for brain damage.","Anesthesia, General;Brain Damage, Chronic;Female;Humans;Intubation, Intratracheal;Jurisprudence;United States"
426376,Pneumatosis intestinalis after cardiac catheterization.,"Cardiac Catheterization;Ebstein Anomaly;Female;Heart Defects, Congenital;Heart Diseases;Heart Septal Defects, Atrial;Heart Septal Defects, Ventricular;Heart Septum;Humans;Infant;Infant, Newborn;Pneumatosis Cystoides Intestinalis;Pregnancy;Pregnancy Complications;Radiography;Transposition of Great Vessels"
422108,[Treatment results and recurrences in precancerous and early stages of cervix carcinoma].,Austria;Female;Humans;Precancerous Conditions;Recurrence;Statistics as Topic;Uterine Cervical Neoplasms
424229,[Use of lidoflazine (Clinium) as an anti-arrhythmia agent].,"Arrhythmias, Cardiac;Humans;Lidoflazine;Piperazines"
459003,Transurethral ureteroscopy in men using juvenile cystoscopy equipment.,Cystoscopes;Endoscopy;Humans;Male;Ureter
450496,[Protracted viral hepatitis (hepatitis virusalis forma prolongata) in children].,"Acute Disease;Adolescent;Child;Child, Preschool;Female;Hepatitis, Viral, Human;Humans;Immunity, Cellular;Immunologic Deficiency Syndromes;Male;Time Factors"
451453,Retention in glass bead columns as a measure of leucocyte adhesiveness. II. Influence of platelets and erythrocytes.,Adult;Aged;Blood Platelet Disorders;Blood Platelets;Cell Adhesion;Erythrocytes;Female;Hematologic Tests;Humans;Leukocytes;Male;Middle Aged;Neutrophils;Platelet Aggregation;Thrombocytopenia
450582,[Acute hematogenic osteomyelitis in the newborn].,"Acute Disease;Female;Humans;Infant, Newborn;Infant, Newborn, Diseases;Osteomyelitis;Pregnancy"
452001,Influence of the skin temperature on the axon reflex pilomotion produced by nicotine in human skin.,Adult;Axons;Cold Temperature;Forearm;Humans;Male;Nicotine;Piloerection;Reflex;Skin Temperature
487281,Effects of noradrenaline and nicotinic acid on plasma free fatty acids and oxygen consumption in cold-adapted rats.,"Adaptation, Physiological;Adipose Tissue;Animals;Body Temperature Regulation;Cold Temperature;Fatty Acids, Nonesterified;Male;Nicotinic Acids;Norepinephrine;Oxygen Consumption;Rats"
485929,Synchronous multiple primary lesions of the upper aerodigestive system.,"Digestive System Neoplasms;Endoscopy;Humans;Neoplasms, Multiple Primary;Ohio;Respiratory Tract Neoplasms"
487964,[Ultrasonic diagnosis of maxillary sinus discharge in children].,"Adenoidectomy;Child;Child, Preschool;Female;Humans;Male;Maxillary Sinus;Sinusitis;Tonsillectomy;Ultrasonography"
483700,[Clinical x-ray diagnosis of gastric leiomyomas].,"Adult;Aged;Diagnosis, Differential;Female;Humans;Leiomyoma;Male;Middle Aged;Photofluorography;Stomach;Stomach Neoplasms;Stomach Ulcer"
488613,Primary common bile duct carcinoid.,Adult;Carcinoid Tumor;Cholangiography;Common Bile Duct Neoplasms;Endoscopy;Humans;Male
511697,Effect of anemia on oxygen transport in hemorrhagic shock.,"Anemia;Animals;Blood Viscosity;Cardiac Output;Disease Models, Animal;Hematocrit;Hypotension;Male;Oxygen;Oxygen Consumption;Plasma Volume;Rats;Shock, Hemorrhagic"
511693,Alveolar epithelium transport of albumin and sucrose: concentration difference effect.,"Albumins;Animals;Biological Transport;Diffusion;Epithelium;Models, Biological;Perfusion;Pressure;Pulmonary Alveoli;Rabbits;Sucrose"
518726,Pseudogouty arthritis in hypothyroidism.,Aged;Arthritis;Drug Administration Schedule;Gout;Humans;Hypothyroidism;Male;Thyroxine
515354,[Patterns in the appearance of paired DNA breaks in irradiated rat thymocytes].,"Animals;DNA;DNA Repair;Dose-Response Relationship, Radiation;Male;Molecular Weight;Rats;Thymus Gland;Viscosity"
513123,Noninvasive diagnosis of carotid artery disease.,Carotid Arteries;Carotid Artery Diseases;Collateral Circulation;Doppler Effect;Humans;Plethysmography;Radiography;Ultrasonography
540250,Comparative studies of the mosquito-larval toxin of Bacillus sphaericus SSII-1 and 1593.,"Animals;Bacillus;Bacterial Toxins;Culex;Hot Temperature;Larva;Mosquito Control;Species Specificity;Spores, Bacterial"
541696,Xenon-133 retention in hepatic steatosis-correlation with liver biopsy in 45 patients: concise communication.,"Adult;Aged;Animals;Biopsy;Fatty Liver;Fatty Liver, Alcoholic;Female;Hepatitis;Humans;Liver;Liver Cirrhosis;Liver Neoplasms;Middle Aged;Radionuclide Imaging;Rats;Xenon Radioisotopes"
549067,[Our first experiences with computer tomography of the brain (author's transl)].,"Brain;Brain Diseases;Brain Neoplasms;Cerebral Hemorrhage;Craniocerebral Trauma;Humans;Tomography, X-Ray Computed"
547229,Some recent progress in nucleoside synthesis.,"Chemistry, Organic;Indicators and Reagents;Methods;Nucleosides;Organic Chemistry Phenomena"
546204,"[Studies on metabolism of trace metals, especially of zinc, in biological fluids and tissues. (2) Effects of D-penicillamine and ethambutol on rabbit eye (author's transl)].",Animals;Ethambutol;Eye;Female;Liver;Male;Metals;Penicillamine;Rabbits;Zinc
574211,Ulnar-to-median nerve anastomosis in the forearm: electromyographic studies.,Action Potentials;Aged;Female;Forearm;Humans;Median Nerve;Muscular Diseases;Ulnar Nerve
576331,Drug-related deaths.,Acute Disease;Drug Therapy;Hospitalization;Iatrogenic Disease;Medication Errors;United States
573570,Anesthesia for extensive resection of congenital tracheal stenosis in an infant.,"Anesthesia, Endotracheal;Humans;Infant;Intubation, Intratracheal;Ketamine;Male;Methods;Postoperative Care;Preanesthetic Medication;Respiration, Artificial;Tracheal Stenosis;Tracheotomy"
579466,[Basic and clinical evaluation of Res-O-Mat T3 Micro Test (author's transl)].,Evaluation Studies as Topic;Humans;Hyperthyroidism;Hypothyroidism;Radioligand Assay;Temperature;Thyroxine;Time Factors
569778,The brain and arterial hypertension: new direction in an old relationship.,Angiotensin II;Brain;Brain Diseases;Cerebrovascular Circulation;Humans;Hypertension;Pressoreceptors
606672,Testicular function of gerbil (Meriones hurrianae Jerdon) implanted with a copper wire device in vas deferens.,"Animals;Contraceptive Devices, Male;Copper;Genitalia, Male;Gerbillinae;Male;Testis;Vas Deferens"
608278,Fracture of the femoral neck. II. Relative importance of primary vascular damage and surgical procedure for the development of necrosis of the femoral head.,"Arteries;Female;Femoral Neck Fractures;Femur Head;Femur Head Necrosis;Femur Neck;Follow-Up Studies;Fracture Fixation, Internal;Humans;Male"
602999,[Induction and stimulation of labor via amniotomy and the venous infusion of oxytocin in a district ob-gyn department].,"Adolescent;Adult;Amnion;Delivery, Obstetric;Female;Humans;Infusions, Parenteral;Labor, Induced;Labor, Obstetric;Obstetrics and Gynecology Department, Hospital;Oxytocin;Pregnancy"
606355,"Seasonal histochemical studies on the B cells of the thoracic ganglion of the freshwater crab, Potamon magnum magnum (Petzman).",Animals;Brachyura;Female;Ganglia;Histocytochemistry;Male;Neurosecretory Systems;Seasons
604789,Secular trends of annual morbidities of animal infectious diseases.,"Animals;Animals, Domestic;Cattle;Cattle Diseases;Chickens;Horse Diseases;Horses;Infections;Japan;Mathematics;Models, Biological;Poultry Diseases;Swine;Swine Diseases"
635486,Grading of human renal adenocarcinoma.,Adenocarcinoma;Follow-Up Studies;Humans;Kidney;Kidney Neoplasms;Methods;Prognosis
634625,Has acupuncture an analgesic effect in the rabbit?,"Acupuncture Therapy;Analgesia;Animals;Disease Models, Animal;Electric Stimulation;Female;Male;Pain;Rabbits;Reaction Time"
637092,Secretion of human prolactin during parturition.,"Female;Humans;Labor, Induced;Labor, Obstetric;Postpartum Period;Pregnancy;Prolactin"
637323,Ultrastructural identification of collagen and glycosaminoglycans in notochordal extracellular matrix in vivo and in vitro.,"Aminopropionitrile;Animals;Central Nervous System;Chick Embryo;Collagen;Glycosaminoglycans;Hydroxyproline;Microscopy, Electron;Microscopy, Electron, Scanning;Organ Culture Techniques"
636047,[Flow-cytometry].,"Cytodiagnosis;DNA;DNA, Neoplasm;Humans;Neoplasms;Photometry"
664675,[Reactivity of the lysosomal system of lymphocytes in patients with precancerous laryngeal conditions].,Acid Phosphatase;Adult;Glucuronidase;Humans;Laryngeal Neoplasms;Lymphocytes;Lysosomes;Male;Middle Aged;Precancerous Conditions
663703,Leiomyosarcoma of the colon.,Colonic Neoplasms;Female;Humans;Leiomyosarcoma;Middle Aged
665630,Control of lower-esophageal-sphincter contractile activity by motilin in conscious dogs.,Animals;Digestion;Dogs;Esophagogastric Junction;Food;Gastrointestinal Hormones;Gastrointestinal Motility;Male;Motilin
662962,Tarsal fixation in lower blepharoplasty.,"Adult;Connective Tissue;Eyelids;Female;Humans;Male;Middle Aged;Surgery, Plastic"
659809,[Corrective methods of the aphaque eye (author's transl)].,"Aphakia, Postcataract;Astigmatism;Eyeglasses;Humans;Lens, Crystalline;Lenses;Postoperative Complications;Prostheses and Implants;Visual Fields"
694676,[Continuing medical education].,"Accreditation;Education, Medical, Continuing;Internship and Residency;Schools, Medical;South Africa;Teaching"
698922,In vitro analysis of the response of multicellular tumor spheroids exposed to chemotherapeutic agents in vitro or in vivo.,"Animals;Antineoplastic Agents;Cell Division;Cell Line;Cyclophosphamide;Dose-Response Relationship, Drug;Female;Injections, Intraperitoneal;Mechlorethamine;Mice;Mice, Inbred BALB C;Neoplasms, Experimental;Time Factors"
696098,[Immunogenic and antigenic properties of continuously cultured typhoid bacteria].,"Animals;Antigens, Bacterial;Culture Media;Flagella;Glucose;Mice;Oxygen;Salmonella typhi;Typhoid Fever;Typhoid-Paratyphoid Vaccines;Vaccination"
691381,[Fanconi's syndrome and Lowe's syndrome].,"Animals;Dogs;Fanconi Syndrome;Humans;Kidney Tubules;Oculocerebrorenal Syndrome;Rats;Renal Tubular Transport, Inborn Errors"
689978,Summary of US veterinary medical manpower needs--1978--1990.,"Education, Graduate;Education, Veterinary;Schools, Veterinary;United States;Veterinary Medicine;Workforce"
720254,Spindle-cell carcinoma of the laryngopharynx.,Carcinoma;Glottis;Humans;Laryngeal Neoplasms;Laryngectomy;Male;Middle Aged;Pharyngeal Neoplasms
724498,Reactions at the termini of tRNA with T4 RNA ligase.,"Coliphages;Dimethyl Sulfoxide;Kinetics;Methionine;Phenylalanine;Polynucleotide Ligases;RNA Ligase (ATP);RNA, Transfer;Substrate Specificity;Temperature"
720645,Microscopic vasoepididymostomy: specific microanastomosis to the epididymal tubule.,Epididymis;Follow-Up Studies;Humans;Male;Microsurgery;Vas Deferens
720524,Cytogenetic effects of delta-9-tetrahydrocannabinol (delta9-THC) on hamster bone marrow.,Animals;Bone Marrow;Chromosome Aberrations;Cricetinae;Dronabinol;Male;Mesocricetus;Mitosis
725678,[Endoscopic polypectomy from the upper part of the digestive tract under outpatient conditions].,Adult;Ambulatory Care;Duodenal Neoplasms;Esophageal Neoplasms;Female;Fiber Optic Technology;Gastrointestinal Neoplasms;Gastroscopy;Humans;Intestinal Polyps;Male;Middle Aged;Polyps;Stomach Neoplasms
751954,Health examination of primary school children at Gwalior--part III:Anthropometric assessment.,Anthropometry;Child;Female;Humans;India;Male;Socioeconomic Factors;United States
754436,A quantitative evaluation of the effect of testosterone on RNA metabolism in the seminal vesicle of the rat.,"Animals;Castration;Dactinomycin;Dose-Response Relationship, Drug;Male;Organ Size;RNA;Rats;Seminal Vesicles;Testosterone"
751464,"[Present-day views on the structure, stimulating mechanisms and feedback control of carotid body chemoreceptors].",Arteries;Blood Pressure;Carbon Dioxide;Carotid Body;Electrophysiology;Feedback;Heart Rate;Humans;Partial Pressure
755863,Differential attention in the treatment of operant cough.,"Adolescent;Attention;Behavior Therapy;Conditioning, Operant;Cough;Humans;Male;Residential Treatment;Social Adjustment"
755742,[Possibility of external autoprogramming of a normal demand pacemaker].,"Cardiac Pacing, Artificial;Humans;Pacemaker, Artificial"
800227,Human milk versus cow's milk.,"Adult;Animals;Breast Feeding;Carbohydrate Metabolism;Cattle;Energy Metabolism;Female;Humans;Infant;Infant Food;Infant Nutritional Physiological Phenomena;Infant, Newborn;Lipid Metabolism;Milk;Milk Proteins;Milk, Human;Minerals;Pregnancy;Species Specificity;Vitamins"
791413,Further evidence of treponematosis in a pre-European population from Oceania.,History of Medicine;Humans;Pacific Islands;Paleopathology;Treponemal Infections
800982,Study of Medicare physicians helps define fee patterns in United States.,"Clinical Laboratory Techniques;Costs and Cost Analysis;Fees, Medical;Medicare;United States"
789972,[X-ray image of brachiocephalic vessels].,"Adolescent;Adult;Aged;Angiography;Brachiocephalic Trunk;Child;Child, Preschool;Humans;Infant;Middle Aged;Neck;Phlebography;Tomography, X-Ray;Veins"
790887,"Tumour-induced, cell-mediated hypersensitivity in man. A critical review with special reference to leucocyte migration assays.","Animals;Antigens, Neoplasm;Cell Migration Inhibition;Humans;Hypersensitivity;Immunity, Cellular;Kidney Neoplasms;Leukocytes;Lymphocyte Activation;Neoplasms;Neoplasms, Experimental;Tissue Extracts"
829698,"[An experimental study of intraoral carcinogenesis, especially changes of basement membrane of carcinogens to carcinoma (author's transl)].","9,10-Dimethyl-1,2-benzanthracene;Animals;Basement Membrane;Benz(a)Anthracenes;Leukoplakia, Oral;Microscopy, Electron;Neoplasms;Rats"
826180,Ossified pulmonary metastases from giant cell tumor of bone.,"Adult;Bone Neoplasms;Calcinosis;Giant Cell Tumors;Humans;Lung Neoplasms;Male;Neoplasm Metastasis;Ossification, Heterotopic;Radiography"
823102,[Infusion and nutrition problems in pediatric surgery].,"Humans;Infant;Infant Nutritional Physiological Phenomena;Infant, Newborn;Intestinal Obstruction;Intestine, Small;Male;Megacolon;Parenteral Nutrition;Pediatrics;Postoperative Care;Surgical Procedures, Operative"
