34819216,"BACKGROUND: While many COVID-19 studies focus on acute effects of the infection, few examine the intermediate and long-term sequelae of the illness. Studies have shown that a good portion of patients have chronic effects in several body systems for several months or longer. Such effects can potentially adversely impact pilot performance in flight. We sought to determine the long-term effects of COVID-19 infection, how such effects can affect pilot performance, and how to best evaluate pilots for aeromedical flight clearance.METHODS: We used the PubMed literature search engine to review peer-reviewed articles that focused on the intermediate and long-term effects of COVID-19 infection. Chronic signs and symptoms were subdivided based on the particular body organ system affected. Merging information obtained from case reviews, article reviews, and aeromedical standards, we created a risk stratification guide to assist with the aeromedical disposition of affected pilots.RESULTS: Long-term effects of COVID-19 infection can last for several months or longer. The most common effects are fatigue, weakness, pulmonary diffusion defects, depression, and anxiety.DISCUSSION: This review article focuses on the most common intermediate- and long-term COVID-19 conditions of aeromedical significance and the corresponding course of actions recommended for the aeromedical examiner. Aeromedical evaluation should take into consideration factors related to the pilot, aircraft type, and specific aviation environment. Such evaluation may include diagnostic testing, medical specialist consultation, preflight simulation in an altitude chamber, human centrifuge testing, and/or a flight simulator checkride.Ko SY, Nguyen NK, Lee CL, Lee LA, Nguyen KUT, Lee EC. ."
34819427,Vaccination Against COVID-19 in Pregnant and Lactating Women.
34819431,Prevalence of Loss of Smell and/or Taste and other Otorhinolaryngology Symptoms in COVID-19 Patients.
34819431,"Background Loss of smell and/or taste have been described in COVID-19 patients. Studies have not been conducted to evaluate the loss of smell and/or taste in the context of Nepal. Objective To investigate the prevalence of Ear, Nose and Throat related symptoms and assess smell and taste disorders in laboratory-confirmed SARS-CoV-2 patients. Method This prospective cross-sectional study evaluated patients from September 2020 to March 2021 with preceding COVID-19 diagnosis from a tertiary centre in Kathmandu. COVID-19 positive patients visiting out-patient department, quarantined or admitted were included. Patients were given questionnaire consisting of demographic data, history of smoking and evaluation of presenting symptoms. Loss of smell and taste were subjectively tested and followed up via telephone for ten weeks to evaluate for recovery time and degree of recovery. Result A total of 226 patients participated in the study, 18-92 years old (mean age, 36.77 ± 15.23 years; 53.5% males, 69% non-smokers). Majority of the patients had Myalgia (n = 128, 56.6%) as their presenting symptoms followed by fever (n = 122, 53.9%), loss of smell (n = 117, 51.7%), cough (n = 107, 47.34) and sore throat (n = 102, 45.1%). Loss of sense of smell and taste was reported in 51.8% and 42% respectively. The association between loss of sense of smell and taste was statistically significant (p < .001). All patients had some degree of recovery with 64.1% recovery of smell and 64.2% recovery of taste within 14 days of onset of symptoms. The mean recovery time for sense of smell and taste was 14.34 ± 9.82 days and 15.03 ± 10.06 days, respectively. Conclusion Olfactory and gustatory dysfunctions are cardinal features of COVID-19. They recover spontaneously along with other symptoms within few weeks. The absence of smell or taste in times of pandemic can be suggestive of potential COVID-19 infection and be used as a screening tool for early diagnosis and reduce transmission of the infection."
34819443,Whole Genome Sequence Analysis to Identify SARS-CoV-2 Variant in Nepal.
34819443,"Background The spread of SARS-CoV-2 has become a global public health crisis. Nepal is facing the second wave of COVID-19 pandemic but, there is still a limited data on the genomic sequence of SARS-CoV-2 variants circulating in Nepal. Objective The objective of this study is to sequence the whole genome of SARS-CoV-2 in Nepal to detect possible mutation profiles and phylogenetic lineages of circulating SARSCoV-2 variants. Method In this study, swab samples tested positive for SARS-CoV-2 were investigated. After RNA extraction, the investigation was performed through real-time PCR followed by whole genome sequencing. The consensus genome sequences were, then, analyzed with appropriate bioinformatics tools. Result Sequence analysis of two SARS-CoV-2 genomes from patient without travel history (Patient A1 and A2) were found to be of lineage B.1.1. Similarly, among other four samples from subjects returning from the United Kingdom, genomes of two samples were of lineage B.1.36, and the other two were of lineage B.1.1.7 (Alpha Variant). The mutations in the consensus genomes contained the defining mutations of the respective lineages of SARS-CoV-2. Conclusion We confirmed two genomic sequences of variant of concern VOC-202012/01 in Nepal. Our study provides the concise genomic evidence for spread of different lineages of SARS-CoV-2 - B.1.1, B.1.36 and B.1.1.7 of SARS-CoV-2 in Nepal."
34819448,The Risk of COVID-19 in People Having a Particular Set of Gene.
34819448,"These risk factors of advancing age, male gender and co-existing health conditions like cancer, cardiovascular diseases, diabetes and obesity do not fully explain why some people have no or mild symptoms whereas others have severe symptoms. Genomewide association study (GWAS) identify a 3p21.31 gene cluster as a genetic susceptibility locus in patients with COVID-19 with respiratory failure. They also found a higher risk among persons with blood group A and protective effect for blood group O than among patients with other blood groups. The particular haplotype in a region of chromosome 3 is contributed to modern humans by neandertals. Another Neanderthal haplotype on chromosome 12 is associated with a 22% reduction in relative risk of becoming severely ill with COVID-19. The ApoE e4e4 homozygous genotype was found to increase the risk of severe COVID-19. Change in angiotensin converting enzyme (ACE) 2 gene was also found to be associated with increased risk of COVID-19, cardiovascular and pulmonary conditions."
34820348,Challenges and Approaches of the Global Governance of Public Health Under COVID-19.
34820348,"Public health events, as the common concern faced by the international community, call for the joint response from all mankind. The outbreak of the COVID-19 has highlighted the problems confronting the global governance of international public health, such as limited functions of international organizations and difficulties in achieving objectives, poor collaboration between governance subjects and their limited performance, overlapping legal basis of governance and blurred core function, and lack of solutions to special problems. The corresponding approaches can be taken to improve the efficiency of the governance of global public health, including supporting the role of international organizations to achieve the objectives, enhancing coordination among international governance subjects to form synergy, promoting the compliance with IHR2005 to avoid conflict of law application and upholding the vision of a community with a shared future for mankind to jointly respond to the special problems."
34820347,Self-Reported Obsession Toward COVID-19 Preventive Measures Among Undergraduate Medical Students During the Early Phase of Pandemic in Jordan.
34820347,"Background: Coronavirus disease 2019 (COVID-19) pandemic and its associated precautionary measures have substantial impacts not only on the medical, economic, and social context but also on psychological health. This study aimed to assess the obsession toward COVID-19 preventive measures among undergraduate medical students during the early phase of the pandemic in Jordan. Methods: Online questionnaires were distributed between March 16, 2020 and March 19, 2020. Socio-demographic characteristics were collected, and self-reported obsession toward COVID-19 preventive measures was assessed using a single question.COVID-19 knowledge, risk perception, and precautionary measures were evaluated using scales. Using the chi-square test, Student t-test, and one-way ANOVA, we assessed the differences in the obsession of students with socio-demographic characteristics and scores of the scales. Results: A total of 1,404 participants (60% were female participants) completed the survey with a participation rate of 15.6%. Obsession with preventive measures was reported by 6.8%. Obsession was significantly more common among women (9.2%) than men (3.3%) and students who attended COVID-19 lectures (9.5%) than those who did not attend such lectures (5.8%) (p < 0.001 and p = 0.015, respectively). Obsessed participants reported significantly higher levels of COVID-19 knowledge (p = 0.012) and precautionary measures (p < 0.001). COVID-19 risk perception had a mild effect size difference but with no statistical significance (p = 0.075). There were no significant differences in the academic levels of participants (p = 0.791) and universities (p = 0.807) between students who were obsessed and those who were not. Conclusions: Obsession is one of the significant but unspoken psychological effects of COVID-19 precautionary measures among undergraduate medical students. Medical schools should be equipped with means to handle pandemic psychological effects."
34820350,Attitudes and Commitment Toward Precautionary Measures Against COVID-19 Amongst the Jordanian Population: A Large-Scale Cross-Sectional Survey.
34820350,"Aims: This study aimed to (1) assess the non-pharmaceutical intervention (NPI) measures that were used by the Jordanian population against COVID-19, and (2) determine the sociodemographic and behavioral predictors of contracting COVID-19 with a focus on the utilization of personal precautionary measures. Methods: A descriptive questionnaire-based cross-sectional survey was used in this study. A structured web-based questionnaire was disseminated to the Jordanian community through social media platforms. Participants were asked a series of questions about socio-demographic characteristics, in addition to the knowledge, attitudes, and commitment toward using various personal precautionary measures (e.g., face mask, hand washing, social distancing) against the COVID-19. Data were analyzed using descriptive statistics, cross-tabulation, and binary logistic regression through SPSS®. Results: Responses from 7,746 participants were included in our final analyses. Descriptive statistics showed that most participants (82.6%) believed that face mask protects against COVID-19. Around 69.5% of the participants were completely committed to wearing a face mask, while 65% of the participants were completely committed to hand washing. The results of the regression analysis revealed that female gender (AOR = 1.2; 95% CI: 1.07-1.35; p = 0.002), having a family member infected with COVID-19 (AOR = 8.5; 95% Cl: 7.51-9.70; p = 0.001), having a health-related work or study (AOR = 1.2; 95% Cl: 1.09-1.38; p = 0.001), believing that face masks do not protect against COVID-19 (AOR = 1.3; 95% Cl: 1.12-1.47; p = 0.001), and partial commitment to handwashing (AOR = 1.2; 95% Cl: 1.11-1.75; p = 0.006) were all associated with an increased odds of contracting COVID-19 among the participants. Conclusion: Overall, commitment to non-pharmaceutical intervention (NPI) measures, such as wearing a face mask, hand washing, and physical distancing, was not optimal among Jordanians. This might explain the dramatic increase in the infectivity rate of the COVID-19 virus in the past few months in the country. More sustainable efforts regarding health promotion and strict policies are required to prevent a third wave of hitting the country and to prevent similar infectious threats in the future."
34820353,The Anticipation of Crime and Corruption Problems Due to the Expansion of Telemedicine: A Study Based on the Korea Medical Crime Investigation System.
34820353,"The telemedicine system, which has been gradually introduced, has changed dramatically with the outbreak of COVID-19. Now, with the development of related laws and technologies, the introduction of telemedicine will be further accelerated, and like the advent of smartphones, this will become an unstoppable trend of the times. However, just as there are various crimes and corruption problems in the current health system, the introduction of telemedicine may bring other problems. Therefore, it is important to anticipate the types of corruption or crimes that will occur with the introduction of telemedicine. And based on these expectations, we will have an opportunity to properly prepare for the various problems associated with telemedicine."
34820354,Investigation of Health Science Students' Knowledge Regarding Healthy Lifestyle Promotion During the Spread of COVID-19 Pandemic: A Randomized Controlled Trial.
34820354,"Background: Health sciences students as future health care providers, can play a valuable role in protecting societies against the spread of COVID-19 through health promotion and lifestyle modification education. Therefore, proper education of these students is essential. Objective: This study sought to assess and measure the change of knowledge of health sciences students regarding healthy lifestyle promotion strategies during the spread of the Covid-19 pandemic, after participation in different types of online and social media educational programs. Methods: In order to serve the purpose of the study, a methodological research design was first used to ensure the validation of the developed scale; the COVID-19 Healthy Lifestyle Promotion Scale (COVID-19 HLPS). The study utilized a four-arm randomized control research design in which the participants were randomly assigned into one of four groups, (1) control group (placebo intervention), (2) brochure group, who received brochures relevant to healthy lifestyle promotion, (3) Instagram group, who received similar information but through Instagram posts, and (4) online interactive educational workshop group, who also received similar information through an online interactive educational workshop. Results: In total, 155 participants participated in the online and social media intervention programs. There was a significant improvement in the intervention groups in the total knowledge subscale of the healthy promotion strategies compared with the control group (p < 0.001). Overall, the workshop group was the most effective group (effect size = 1.54) followed by the Instagram group (effect size = 0.99) and then the brochure group (effect size = 0.91). Conclusions: In order to meet the challenges posed by this pandemic, the use of such online and social media interventions is essential and may be the key for health promotion during this pandemic. Health science students, as future health care professionals, can play a fundamental role during the COVID-19 pandemic in disseminating knowledge relevant to healthy lifestyle to their families and communities thus promoting healthy living and behavioral changes. We propose the development of research initiatives at both national and international levels targeting changes within health science curricula that can meet potential challenges of future pandemics, leading to advancement of health care services globally."
34820816,[Anesthesiology Seminar in Times of COVID-19: a Hybrid Model evolving from Digital and Virtual Lessons].
34820816,"On March 14, 2020, the first Bavaria-wide exit restriction was imposed and university teaching in its familiar form was drastically restricted. For intensive care physicians and anesthetists, there was a special area of tension in many places due to the extraordinary demand for the treatment of critically ill patients and the restructuring and maintenance of teaching. We report on the realignment of the anesthesia seminar in an online flipped classroom and the development towards a hybrid model. As such, an adequate transfer of knowledge could take place under difficult conditions and at the same time the teaching concept could be further developed."
34821342,The issue of infertility in times of COVID-19: what do we know about it?
34821342,"Couple infertility constitutes a major source of concern and even distress for those involved, affecting roughly 50-80 million people in the world, according to World Health Organization data. There is no denying that medical and technological advancements in the field of as-sisted reproductive technology (ART) are among the greatest and most beneficial achievements of modern medicine. Countless couples have been able to achieve parenthood who in the past could not have, thanks to ART. Infertility itself used to be deemed insurmountable, especially when arising from uterine conditions (referred to as absolute uterine factor infertility, AUFI), neoplastic conditions or major complications affecting reproductive organs during previous pregnancies. The inability to have children is often considered by couples as a failure severely impacting their relationships, due to the unfulfilled biological potential in regard to parenting. However, in addition to its significance as a social problem, infertility is a medical issue which requires a strict and clearly defined path of diagnosis and treatment, particularly in times of COVID-19, when access to essential care has often been delayed with potentially harmful repercussions for patients seeking to achieve parenthood or to keep their fertility."
34821345,"Substance abuse in times of COVID-19 pandemic: a ""perfect storm"" for substance use disorder and mental health?"
34821345,"Our lives and communities have been besieged by COVID-19 for almost two years, and society and its functioning have been turned upside down and upset, through limitations and restrictions aimed at stemming the spread of the SARS-CoV-2 virus. Severe levels of anxiety, distress and uncertainty have taken a huge toll on our daily lives from the social, professional and emotional perspectives, but it is still rather unclear how serious an impact the emergency has had on a class of particularly vulnerable individuals: those with substance abuse issues. Particularly, we would like to draw attention to a uniquely troublesome development: forced isolation resulting from pandemic-related restrictions and how it has impacted drug users and their efforts to achieve recovery."
34821352,I-PHAN Study - Use of E-learning modules to Promote Physical activity and wellness among Nurses in order to improve mental and physical health: A research protocol for a randomized controlled trial.
34821354,Caesarean Section in Preventing Stillbirths in Pregnancy Complicated with COVID-19: a Narrative Review.
34821484,Impacts of COVID-19 lockdowns on frailty and wellbeing in older people and those living with long-term conditions.
34821484,"Lockdowns and social distancing have been important and successful strategies to limit the spread of the coronavirus disease 2019 (COVID-19) virus. However, excess deaths related to non-COVID-19 causes have been reported, suggesting issues around availability and use of health services, particularly for people with conditions needing ongoing medical support. In addition, evidence indicates that a range of age-related diseases and frailty are impacted by physical activity and social engagement, both limited in lockdown situations. It is therefore important to learn from the effects of lockdowns in order to limit any impacts, while still protecting people from the infection. This editorial summarizes two research themes at the Centre for Ageing Research at Lancaster University in the UK, one assessing impacts of lockdown for people living with a long-term neurodegenerative condition, Parkinson's disease, and one assessing longitudinal impacts on frailty and wellbeing, with older adults aged over 70, including those living with at least one long-term condition. Uncertainty related to Parkinson's disease and to COVID-19 amplified each other, and cancelled clinical appointments and limitations on physical activity had very significant impacts on wellbeing for this group. In the longitudinal study, frailty was more severe during lockdown periods. While lockdowns reduce spread of the virus, becoming frailer could make older adults more vulnerable to the effects of the virus during these periods. Regular exercise during lockdown had beneficial effects aiding recovery once restrictions relaxed. These studies suggest factors that could lessen negative impacts of future lockdowns. Maintaining physical activity and providing access to health services during periods of lockdown are suggested as priorities."
34821486,Comparison of glycaemic control and anthropometric parameters before and after Ramadan fasting in a selected cohort of patients with type 2 diabetes mellitus in Sri Lanka.
34821572,[How can we get out of COVID-19?]
34821650,Emerging Biosensors to Detect Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2): A Review.
34821650,"Coronavirus disease (COVID-19) is a global health crisis caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Real-time reverse transcriptase-polymerase chain reaction (RT-PCR) is the gold standard test for diagnosing COVID-19. Although it is highly accurate, this lab test requires highly-trained personnel and the turn-around time is long. Rapid and inexpensive immuno-diagnostic tests (antigen or antibody test) are available, but these point of care (POC) tests are not as accurate as the RT-PCR test. Biosensors are promising alternatives to these rapid POC tests. Here we review three types of recently developed biosensors for SARS-CoV-2 detection: surface plasmon resonance (SPR)-based, electrochemical and field-effect transistor (FET)-based biosensors. We explain the sensing principles and discuss the advantages and limitations of these sensors. The accuracies of these sensors need to be improved before they could be translated into POC devices for commercial use. We suggest potential biorecognition elements with highly selective target-analyte binding that could be explored to increase the true negative detection rate. To increase the true positive detection rate, we suggest two-dimensional materials and nanomaterials that could be used to modify the sensor surface to increase the sensitivity of the sensor."
34822038,The Impact of Functional Dependence and Related Surgical Complications on Postoperative Mortality.
34822166,International Council of Nurses President Annette Kennedy reflects on her 4-year tenure as president.
34822166,"Annette Kennedy's four year term as President of the International Council of Nurses ended during the organisation's virtual Congress in November. Here she writes about her time in office and the state of the world's nursing after 2 years of the pandemic. She acknowledges the strains that COVID-19 has put on nursing but affirms that nurses and nursing have come through the pandemic as a stronger, more influential and more cohesive profession."
34822232,National Early Warning Score 2 Lactate (NEWS2-L) in Predicting Early Clinical Deterioration in Patients with Dyspnoea in Prehospital Care.
34822228,Nursing and its Essential Role in the Vaccination against COVID-19: New Challenge in a Pandemic Scenario.
34822234,Daily lives of university students in the health area during the beginning of the Covid-19 pandemic in Brazil.
34822237,"Poor glycemic control and associated factors in diabetic people attending a reference outpatient clinic in Mato Grosso, Brazil."
34822708,A Case of COVID-19-Associated Free-Floating Aortic Thrombus Successfully Treated with Thrombectomy.
34822708,"BACKGROUND COVID-19 caused by SARS-CoV-2 infection has been associated with a hypercoagulable state in which patients can be at risk for developing venous and arterial thromboembolic events at a rate as high as 31%. A free-floating aortic thrombus (FFT) is a rare life-threatening complication of a hypercoagulable state. These thrombi require medical, endovascular, or surgical treatment. The optimal treatment modality for FFT occurring in the setting of COVID-19 remains unknown. We present a patient with a COVID-19-associated free-floating descending aortic thrombus that was treated with percutaneous vacuum-assisted thrombectomy (angio-VAC). CASE REPORT A 61-year-old man presented to the hospital with dyspnea and hypoxia and was diagnosed with severe COVID-19 pneumonia. Initial chest computed tomography angiography (CTA) did not show pulmonary emboli or thrombi. Inflammatory markers (D-dimer, lactate dehydrogenase, ferritin, fibrinogen) were tracked every other day. After several measurements of decreasing D-dimer values, there was a noticeable increase in D-dimer level and continued dependence on high levels of supplemental oxygen. A repeat chest CTA showed an FFT, confirmed by transesophageal echocardiogram. Cardiothoracic surgery and interventional radiology teams performed successful angio-VAC percutaneous removal, confirmed with intravascular ultrasound. The patient was subsequently discharged with a 3-month supply of apixaban. CONCLUSIONS Minimally invasive endovascular removal of an FFT is a therapeutic option, as anticoagulation alone carries the risk of partial lysis and repeat embolization. Clinicians can consider this endovascular treatment option paired with therapeutic anticoagulation. Further guidelines on monitoring and treatment of possible COVID-19-associated thrombosis are needed, particularly when the risk of embolization is high."
34823347,Occupational impact in COVID-19 pandemic according to one year of compensation claims in Italy.
34823403,SARS-COV-2 Vaccines: What Indicators are Associated with the Worldwide Distribution of the First Doses.
